RIB,Amount,Expiration_date,Verification_code,Card_type,Account_type,Id_client
2071680199,4594.88 dhs,11/2030,679,American Express,Epargne,736422
2607844368,2953.45 dhs,8/2030,043,Mastercard,CourantEpargne,463362
5477444083,3696.9 dhs,6/2029,337,American Express,CourantEpargne,680322
6087137391,8439.0 dhs,4/2028,890,Mastercard,Epargne,710920
3290648869,1628.43 dhs,8/2023,599,American Express,Courant,271391
1382926249,1464.61 dhs,11/2028,743,Mastercard,Epargne,171006
4766795572,6140.37 dhs,10/2027,309,Visa,Courant,680558
7372791235,595.43 dhs,9/2029,204,Mastercard,CourantEpargne,327849
7437920045,8826.0 dhs,5/2027,211,Visa,Epargne,454215
6812386364,9161.61 dhs,8/2025,451,Mastercard,Epargne,347455
4971422020,1758.56 dhs,12/2023,825,Visa,Courant,249038
3623704085,5716.09 dhs,7/2023,744,American Express,CourantEpargne,480353
2951442896,1332.08 dhs,10/2028,314,American Express,Courant,250239
9175854753,2684.96 dhs,7/2029,932,Visa,Courant,472636
4811235628,1297.52 dhs,3/2027,370,Mastercard,Epargne,28846
6199460680,2321.6 dhs,10/2028,852,Mastercard,CourantEpargne,718068
2347816944,2703.05 dhs,12/2029,636,Visa,CourantEpargne,59676
0052101691,5653.98 dhs,11/2025,517,American Express,Epargne,245690
5147364759,3046.67 dhs,8/2029,335,American Express,CourantEpargne,659828
0637364700,3620.63 dhs,4/2027,278,Visa,Courant,324549
8023339662,1073.46 dhs,4/2029,232,American Express,Courant,519813
6002334141,1967.0 dhs,10/2023,997,Visa,CourantEpargne,143602
8166754337,8920.37 dhs,2/2026,092,American Express,Courant,59023
8507720885,6298.05 dhs,2/2023,225,Mastercard,Courant,526298
9769321878,287.23 dhs,3/2030,231,Mastercard,Courant,584729
0491047755,6299.97 dhs,2/2029,024,Visa,Courant,795358
6753701233,5161.24 dhs,9/2027,207,American Express,CourantEpargne,819236
1504948938,9034.65 dhs,6/2030,871,Visa,Epargne,67939
9690751427,3968.7 dhs,5/2023,219,Mastercard,Courant,689168
2517411432,2854.61 dhs,5/2030,001,Mastercard,CourantEpargne,154963
7391844986,6325.62 dhs,6/2027,400,Mastercard,Epargne,55740
6178391597,6321.54 dhs,3/2025,377,Mastercard,Epargne,533327
4689743360,9465.2 dhs,12/2024,559,Mastercard,Courant,155995
4519148967,1950.78 dhs,1/2023,163,Visa,CourantEpargne,85751
1671713625,5023.83 dhs,1/2030,006,American Express,Courant,258072
3124650509,985.17 dhs,7/2025,367,American Express,CourantEpargne,586812
5269025146,4494.29 dhs,11/2023,970,Mastercard,CourantEpargne,55608
9166398062,9504.01 dhs,1/2023,297,American Express,CourantEpargne,567032
1815299947,8770.57 dhs,3/2024,948,American Express,CourantEpargne,1803
3389651577,8952.47 dhs,10/2026,464,American Express,Courant,580862
8606118841,1811.21 dhs,7/2029,301,Mastercard,Courant,922507
4852593408,6390.32 dhs,10/2023,855,Visa,Courant,765093
8127781212,8120.64 dhs,5/2025,183,Mastercard,CourantEpargne,381553
7667049991,7686.95 dhs,1/2027,327,American Express,Epargne,147099
7350902852,3386.62 dhs,12/2028,704,Mastercard,Courant,451824
4484476698,3319.07 dhs,1/2029,907,American Express,CourantEpargne,864628
1557315134,9195.94 dhs,9/2030,422,Mastercard,Epargne,566321
5499352676,1163.45 dhs,12/2024,302,American Express,CourantEpargne,353360
2542365544,6619.88 dhs,8/2029,265,Mastercard,Epargne,174909
5853358631,1913.89 dhs,8/2026,022,Visa,Courant,380437
8955262787,7690.61 dhs,6/2027,022,Visa,Epargne,989424
6004242160,9694.86 dhs,10/2028,219,Visa,Epargne,226725
0238780420,1056.17 dhs,10/2029,409,American Express,Epargne,856200
9407081240,506.45 dhs,4/2027,516,Mastercard,CourantEpargne,184481
6972683863,1398.45 dhs,3/2027,733,American Express,Courant,488582
0737732587,7658.54 dhs,3/2029,401,American Express,Courant,751947
2291053989,8240.74 dhs,7/2024,109,Visa,Epargne,21319
1589255985,7281.61 dhs,7/2023,645,Mastercard,CourantEpargne,20243
3133540508,770.64 dhs,11/2027,503,Mastercard,Courant,186951
8056433737,9482.2 dhs,10/2023,315,American Express,Courant,174743
3223134829,3718.9 dhs,12/2023,614,Mastercard,Courant,178907
1327549762,3479.09 dhs,10/2029,825,American Express,Epargne,676628
9736307029,7633.05 dhs,9/2030,432,Visa,Courant,322001
1745885635,3927.27 dhs,6/2027,964,Visa,Courant,207235
5002347381,6592.89 dhs,1/2028,234,Mastercard,Epargne,188131
4270947086,2102.01 dhs,10/2023,336,American Express,Courant,772424
2975501855,5332.09 dhs,8/2029,031,Mastercard,CourantEpargne,596975
1850816154,2362.33 dhs,6/2030,063,Mastercard,Courant,156579
9873333042,2441.86 dhs,3/2029,548,Mastercard,Epargne,374594
2195375412,3022.71 dhs,11/2029,551,Visa,Courant,676889
8761068725,5098.72 dhs,2/2025,626,Visa,CourantEpargne,856677
5171018741,7136.76 dhs,1/2028,783,Visa,Epargne,127426
3120290106,7859.05 dhs,7/2029,647,Mastercard,Epargne,183313
3574197293,8391.33 dhs,6/2023,747,Mastercard,Epargne,301430
6891733358,1450.31 dhs,6/2024,601,Visa,Courant,108753
9973245556,3644.16 dhs,6/2024,814,Visa,CourantEpargne,23631
6964092187,1623.41 dhs,12/2023,360,Mastercard,CourantEpargne,574633
5913859033,4425.95 dhs,8/2027,824,American Express,Courant,842073
6550925753,6390.27 dhs,3/2027,674,American Express,CourantEpargne,170776
7503705640,2721.06 dhs,3/2027,918,American Express,CourantEpargne,224885
5783225752,8825.59 dhs,12/2025,661,Visa,CourantEpargne,963402
7490367623,2478.03 dhs,6/2030,220,Mastercard,CourantEpargne,800968
5886045004,8867.83 dhs,5/2029,487,American Express,CourantEpargne,425785
1637111365,5254.9 dhs,7/2025,417,Mastercard,CourantEpargne,851862
9762703934,8309.74 dhs,4/2025,068,American Express,Epargne,366033
9073483166,8866.72 dhs,6/2028,468,American Express,Epargne,464197
4406865097,2438.8 dhs,10/2023,398,Visa,Courant,443586
5543524580,6269.32 dhs,10/2023,546,Visa,Epargne,848765
3484652320,2449.86 dhs,9/2029,682,Visa,Courant,291073
4489491777,9779.37 dhs,3/2030,968,Mastercard,Epargne,688942
7929466812,8009.0 dhs,2/2029,862,Visa,CourantEpargne,969053
3793277538,4169.52 dhs,6/2027,939,Mastercard,Epargne,762227
2460475583,2413.52 dhs,9/2025,594,American Express,Courant,56171
3224400450,8591.17 dhs,5/2023,958,Mastercard,Epargne,120175
7477157319,8927.22 dhs,3/2027,909,Visa,Courant,115981
7875938390,8757.06 dhs,9/2028,548,American Express,CourantEpargne,981212
1705885628,2741.11 dhs,5/2026,447,American Express,Courant,106262
9933228951,6542.16 dhs,9/2023,025,Mastercard,CourantEpargne,926445
0731933299,6258.91 dhs,7/2024,823,American Express,Courant,897208
9205380485,736.21 dhs,9/2028,807,American Express,Epargne,747791
0352671064,5824.31 dhs,8/2023,699,Mastercard,CourantEpargne,223345
9924909186,199.48 dhs,5/2030,832,American Express,CourantEpargne,21378
1910200189,7206.83 dhs,4/2023,674,Visa,Courant,183313
4556758715,3936.28 dhs,6/2026,024,Mastercard,CourantEpargne,544459
1586966654,9876.06 dhs,5/2024,058,Visa,Epargne,490618
6489151205,7559.81 dhs,11/2023,113,Mastercard,CourantEpargne,686578
6660080233,8472.33 dhs,12/2028,114,Mastercard,Epargne,591865
7463522876,2761.7 dhs,7/2026,860,Visa,Courant,518338
1935827914,7411.14 dhs,12/2027,153,American Express,Courant,416736
0381593141,7087.02 dhs,2/2024,858,Visa,CourantEpargne,936871
1806515179,6483.96 dhs,6/2028,276,American Express,Courant,843597
2097979240,9415.34 dhs,2/2028,944,American Express,Courant,272176
2546410600,3198.61 dhs,4/2030,672,Visa,Epargne,540913
0092697555,4523.91 dhs,10/2026,510,Mastercard,Epargne,463430
2750658686,7859.62 dhs,3/2024,555,Visa,Courant,624297
3880129388,7418.22 dhs,2/2026,741,Mastercard,CourantEpargne,707457
1584040186,4195.09 dhs,6/2024,330,Mastercard,Courant,718715
0275453380,2342.83 dhs,1/2026,917,Visa,CourantEpargne,149753
6998617249,1047.31 dhs,2/2026,702,Mastercard,Courant,386356
1785442771,2431.18 dhs,9/2027,140,Visa,CourantEpargne,561411
1592452966,5229.98 dhs,10/2028,061,Visa,Courant,951861
2617418999,7610.65 dhs,1/2026,046,Visa,CourantEpargne,683205
8863250219,9996.02 dhs,7/2027,046,Visa,Courant,855933
2829923719,8810.97 dhs,6/2026,586,Visa,CourantEpargne,974311
2494931730,8279.81 dhs,11/2026,888,American Express,Courant,438802
0811000669,4927.7 dhs,12/2027,719,Mastercard,Epargne,573873
0937279875,1023.04 dhs,9/2027,525,Mastercard,CourantEpargne,977365
0260835545,7412.58 dhs,8/2030,968,American Express,Courant,359886
1699616926,7080.09 dhs,8/2028,455,Visa,Courant,573396
7838588858,3646.66 dhs,12/2027,280,Visa,Epargne,19100
4195078797,8612.8 dhs,4/2027,008,Visa,CourantEpargne,571546
5323059022,9889.47 dhs,11/2024,211,Mastercard,Courant,792548
4999481839,8387.45 dhs,4/2026,232,Visa,Epargne,847524
8071301347,277.16 dhs,12/2029,316,Visa,Epargne,576054
8814087843,4603.37 dhs,2/2024,719,American Express,Courant,945078
9407764504,6127.5 dhs,2/2027,596,Mastercard,Epargne,718068
0139387403,9865.37 dhs,7/2028,165,Mastercard,CourantEpargne,366348
9324977541,9085.27 dhs,12/2027,639,Mastercard,Epargne,42558
6030560449,8690.48 dhs,10/2028,442,Mastercard,Courant,897021
7517306591,4889.31 dhs,10/2029,873,American Express,Courant,697172
2182314787,5578.55 dhs,7/2023,917,Visa,Epargne,994207
4467359389,3364.8 dhs,10/2026,326,Mastercard,CourantEpargne,4701
1857045593,4408.99 dhs,9/2029,784,American Express,Courant,960269
6664700892,1594.59 dhs,4/2028,976,American Express,CourantEpargne,766954
9315596251,8916.71 dhs,10/2023,503,Mastercard,Courant,329773
6805311214,2715.95 dhs,12/2028,197,Visa,CourantEpargne,319342
2707652330,9081.1 dhs,8/2030,670,American Express,CourantEpargne,821118
9514840832,3197.41 dhs,1/2024,450,Mastercard,Courant,98651
7713830116,4381.84 dhs,8/2028,473,Visa,Courant,242603
5610019461,4431.25 dhs,12/2023,287,Visa,Courant,762065
6313794306,5765.65 dhs,1/2024,042,American Express,Courant,909753
1100605748,4168.84 dhs,10/2030,438,Mastercard,Epargne,258053
1271544556,5443.6 dhs,3/2029,918,Mastercard,Courant,55581
2270847124,1439.55 dhs,1/2029,026,American Express,Epargne,204640
9123506150,5075.12 dhs,6/2030,845,Mastercard,Courant,121919
4261537882,1207.27 dhs,5/2026,037,American Express,Courant,900697
0180039067,8650.71 dhs,7/2026,053,Visa,CourantEpargne,129132
8380979444,5326.1 dhs,11/2026,504,American Express,Epargne,238992
9088748103,3238.44 dhs,5/2025,116,American Express,Epargne,337604
6531842882,7452.44 dhs,4/2023,448,Visa,CourantEpargne,653418
3567396817,9695.67 dhs,12/2025,941,Mastercard,CourantEpargne,565836
3428968476,3930.16 dhs,10/2027,505,American Express,Courant,815751
1955135533,5859.29 dhs,10/2029,253,Visa,Epargne,132356
4545585666,3970.18 dhs,4/2026,412,American Express,Courant,601563
0463729948,6930.04 dhs,11/2029,147,Mastercard,CourantEpargne,452966
5383875306,4524.29 dhs,2/2023,180,Visa,Epargne,452623
0831968372,298.34 dhs,10/2027,669,American Express,Courant,820480
5254300479,7833.24 dhs,8/2023,690,American Express,Courant,590070
7114312558,5392.9 dhs,10/2028,909,American Express,Epargne,233883
9216759283,8596.72 dhs,6/2027,738,Visa,Courant,320465
6758651681,1259.63 dhs,2/2026,617,Visa,Courant,640480
4595935348,4408.28 dhs,1/2025,800,Mastercard,Epargne,710370
2619030886,181.91 dhs,11/2023,350,Mastercard,Courant,605579
0036460412,2014.35 dhs,8/2028,138,Visa,Courant,47119
2676782191,5354.18 dhs,12/2029,452,Visa,CourantEpargne,493357
0773147912,9455.16 dhs,7/2024,470,Mastercard,Courant,321472
9984769886,6207.3 dhs,11/2029,859,American Express,CourantEpargne,139984
0771600122,4077.07 dhs,2/2028,316,American Express,CourantEpargne,623449
0273681159,4113.41 dhs,8/2027,384,Mastercard,Epargne,127426
4443094941,4965.11 dhs,9/2023,535,Mastercard,CourantEpargne,597329
0467289488,5394.31 dhs,1/2024,222,Visa,Epargne,757111
6867666720,3308.16 dhs,5/2028,046,American Express,CourantEpargne,466493
7220016236,5720.39 dhs,10/2029,082,American Express,CourantEpargne,373154
7552094591,371.28 dhs,1/2026,908,Visa,Epargne,170052
8631738721,4950.11 dhs,1/2028,831,Mastercard,Epargne,99161
1624225090,505.39 dhs,12/2030,028,Visa,Epargne,750291
9679954409,4025.6 dhs,6/2029,322,American Express,Courant,384282
3332534908,130.55 dhs,6/2028,191,Mastercard,CourantEpargne,77179
6398322943,6183.74 dhs,6/2030,496,Mastercard,CourantEpargne,297214
4718879934,5393.41 dhs,10/2023,402,American Express,Courant,738472
2733794802,3437.21 dhs,8/2030,310,Mastercard,Courant,651740
6644233237,8102.8 dhs,1/2030,694,American Express,Courant,97175
4648577175,2100.27 dhs,5/2029,988,American Express,CourantEpargne,243481
4945738423,3110.02 dhs,11/2030,070,Visa,Epargne,762227
4536173481,92.8 dhs,1/2025,470,American Express,Courant,757111
8967184780,4847.68 dhs,5/2027,014,Visa,CourantEpargne,464148
8693417775,6095.68 dhs,7/2026,571,Mastercard,Courant,26072
1759292568,5993.66 dhs,7/2025,744,American Express,Epargne,963722
2361607134,317.85 dhs,9/2030,766,Mastercard,Courant,587803
3548369202,1795.46 dhs,11/2023,983,American Express,CourantEpargne,541508
6085977283,435.27 dhs,8/2029,221,Mastercard,Courant,627294
4216571381,6540.8 dhs,12/2029,575,Mastercard,CourantEpargne,151065
2619882616,9338.98 dhs,3/2028,918,Mastercard,CourantEpargne,681859
3301213139,8365.86 dhs,11/2028,383,Mastercard,CourantEpargne,837262
4305998922,910.48 dhs,10/2023,287,American Express,CourantEpargne,992490
6459961149,681.08 dhs,1/2029,432,American Express,CourantEpargne,690010
1718021937,491.36 dhs,10/2029,597,American Express,CourantEpargne,724016
1624136731,5962.64 dhs,7/2025,145,Visa,CourantEpargne,772330
8263953891,5377.03 dhs,10/2027,662,Mastercard,Courant,822020
1321151763,2255.22 dhs,5/2027,311,American Express,Epargne,65909
4314774453,5426.21 dhs,9/2028,912,American Express,Epargne,102866
1691631718,5582.22 dhs,6/2023,377,American Express,CourantEpargne,442982
5784534490,1901.93 dhs,12/2027,901,Visa,Epargne,637755
6307449906,4482.9 dhs,6/2028,649,Mastercard,CourantEpargne,348125
8396515263,3599.65 dhs,1/2025,391,Visa,CourantEpargne,196994
6681356486,8668.35 dhs,2/2025,583,Mastercard,Epargne,683526
3670369968,7990.34 dhs,2/2028,997,American Express,Courant,469974
8516042415,556.82 dhs,10/2024,030,American Express,Epargne,348351
1147587999,8535.47 dhs,11/2024,281,American Express,CourantEpargne,524586
5181643368,4105.35 dhs,9/2030,786,Mastercard,Courant,363403
1847972410,9739.44 dhs,11/2023,302,Visa,CourantEpargne,123876
8390727154,6927.1 dhs,12/2025,858,Mastercard,Courant,754298
7546526978,2782.63 dhs,2/2024,778,Visa,CourantEpargne,126365
4118892782,5698.01 dhs,12/2026,337,Mastercard,Epargne,981982
0164229220,730.86 dhs,2/2026,594,Visa,Courant,787737
4834675699,5066.67 dhs,1/2025,310,Mastercard,Courant,517034
4936976721,3666.81 dhs,6/2029,199,Visa,Epargne,864297
6060156205,268.05 dhs,4/2028,430,Mastercard,Epargne,130267
3115895606,1086.97 dhs,12/2024,795,Mastercard,Epargne,161057
0986861550,3968.71 dhs,10/2025,373,Mastercard,Courant,448682
4475219561,1322.86 dhs,9/2024,693,Visa,Epargne,856052
4267664772,577.99 dhs,5/2030,143,Visa,Courant,290250
6511541176,1817.66 dhs,5/2030,423,Mastercard,Courant,368178
7367742861,6435.89 dhs,4/2029,747,Visa,CourantEpargne,136682
3888659634,6911.08 dhs,6/2026,671,American Express,Epargne,997446
0296400283,4641.62 dhs,9/2029,100,American Express,Courant,487570
2414940817,4982.43 dhs,8/2029,237,Visa,CourantEpargne,50919
3431252354,9227.41 dhs,8/2026,654,Mastercard,Courant,309444
8643813454,7070.1 dhs,12/2025,679,Visa,Courant,793685
8254332202,9583.29 dhs,11/2023,050,Visa,Epargne,64122
6385001229,1730.54 dhs,9/2027,410,American Express,CourantEpargne,531667
2907136322,7065.85 dhs,7/2027,612,American Express,Courant,600008
5202879487,4213.89 dhs,10/2025,342,Visa,CourantEpargne,448233
9327817474,1190.18 dhs,9/2028,811,Mastercard,Epargne,887137
8654428628,9169.4 dhs,3/2027,495,American Express,CourantEpargne,847863
6670977487,513.6 dhs,10/2024,627,Mastercard,CourantEpargne,856450
1787120662,9554.63 dhs,3/2024,173,Visa,Epargne,73532
8546297447,1063.11 dhs,6/2025,662,Mastercard,Epargne,524586
3093203288,7178.68 dhs,8/2028,333,Visa,CourantEpargne,543181
4102047363,7076.05 dhs,11/2023,818,American Express,CourantEpargne,785575
8153805925,5546.05 dhs,5/2023,956,Visa,Courant,209532
5500946473,9881.36 dhs,9/2029,706,Visa,Courant,949965
3579378165,4897.76 dhs,10/2029,456,Mastercard,Epargne,160890
4163573200,5679.11 dhs,12/2023,491,Visa,Courant,376912
1213763119,6510.45 dhs,8/2028,143,American Express,Epargne,413161
2994139043,7977.12 dhs,12/2027,086,Mastercard,CourantEpargne,90382
8924492914,512.37 dhs,1/2023,096,Visa,Courant,769169
6070382563,5306.13 dhs,6/2024,332,American Express,CourantEpargne,518404
7358191485,539.02 dhs,2/2028,665,American Express,Courant,83894
1698199097,7082.91 dhs,5/2027,971,Mastercard,CourantEpargne,885871
2845848570,4509.21 dhs,12/2030,631,American Express,Courant,472861
2692752130,9250.33 dhs,12/2023,682,Visa,Epargne,703706
2948822397,626.23 dhs,1/2027,568,Mastercard,Courant,20323
6200483590,4340.24 dhs,9/2027,136,Visa,Courant,503230
4849117474,9149.19 dhs,3/2023,088,Visa,Courant,538516
8200358259,195.99 dhs,8/2024,360,Visa,CourantEpargne,191963
3572816988,6299.53 dhs,7/2027,041,American Express,Courant,38808
0092768869,8657.72 dhs,5/2025,715,American Express,Epargne,495750
5196129547,6703.89 dhs,6/2029,391,Visa,Courant,424239
1302932831,4353.42 dhs,9/2026,166,Visa,Epargne,15211
8544843393,6229.1 dhs,4/2029,101,Visa,Epargne,592676
2715179847,5333.46 dhs,9/2028,333,Visa,Epargne,973986
9900844393,4562.81 dhs,3/2023,660,Visa,CourantEpargne,392685
8174485517,3509.64 dhs,6/2028,645,Visa,Epargne,446521
0489603141,7759.64 dhs,11/2023,866,American Express,CourantEpargne,755925
4298859544,8103.37 dhs,5/2027,843,Mastercard,CourantEpargne,760631
6120136132,5377.65 dhs,9/2030,784,Visa,Epargne,49955
9359240239,4830.23 dhs,12/2028,234,Visa,Courant,871607
3247182484,3884.64 dhs,12/2027,832,Visa,Courant,168914
2981032752,1165.33 dhs,5/2030,180,Visa,Courant,14872
7098663411,9377.65 dhs,8/2027,742,American Express,CourantEpargne,841550
2517046994,7778.9 dhs,9/2026,531,Mastercard,Epargne,307305
7895724289,6045.11 dhs,11/2029,397,Visa,Courant,497176
9180632344,1859.2 dhs,7/2026,985,American Express,Courant,526220
9064104133,7280.43 dhs,11/2023,814,Visa,CourantEpargne,907848
9097545089,253.49 dhs,12/2025,734,Mastercard,CourantEpargne,777135
3373724377,5295.22 dhs,11/2023,684,Visa,Courant,158430
2348592423,731.86 dhs,3/2023,628,Visa,CourantEpargne,121067
4519639431,2856.03 dhs,5/2024,779,Visa,Courant,142179
2710446096,4018.98 dhs,12/2030,095,Mastercard,Courant,789996
8287353525,6686.96 dhs,10/2027,468,Visa,CourantEpargne,217089
8577195647,8272.19 dhs,3/2024,829,Visa,Courant,40160
3710971121,8902.29 dhs,11/2030,523,Visa,CourantEpargne,75028
6301922074,5422.91 dhs,10/2029,916,Mastercard,Epargne,448524
1510653974,7173.69 dhs,9/2024,088,American Express,Epargne,530052
0109832598,3864.27 dhs,8/2030,438,Visa,Courant,12806
1746001478,4182.87 dhs,7/2026,001,Mastercard,Epargne,799329
5697304284,7731.66 dhs,9/2028,357,Visa,CourantEpargne,812486
7019947213,766.04 dhs,9/2025,917,Mastercard,CourantEpargne,319342
0699270312,4405.85 dhs,11/2030,745,American Express,Epargne,195903
1031689486,764.03 dhs,12/2027,608,Mastercard,Epargne,922186
3709955923,3630.2 dhs,8/2027,746,Visa,Epargne,468323
1457115126,4845.54 dhs,8/2029,999,Visa,Epargne,940270
7798749101,2824.57 dhs,4/2023,061,Visa,Epargne,66052
5650854261,9582.71 dhs,7/2029,517,American Express,Epargne,517518
9393863799,5582.74 dhs,2/2027,586,Mastercard,Courant,91347
5515513377,5288.73 dhs,2/2023,889,Mastercard,Courant,789480
3799517471,947.78 dhs,3/2026,529,American Express,Epargne,919762
1603591280,6681.94 dhs,5/2030,634,Visa,CourantEpargne,289941
8950777953,2675.98 dhs,6/2023,924,American Express,CourantEpargne,885300
0799761025,5857.36 dhs,11/2026,070,Mastercard,CourantEpargne,580957
4373580407,5488.91 dhs,5/2024,029,American Express,Epargne,453614
3621715377,5522.76 dhs,5/2027,263,Mastercard,Courant,187346
1295474793,2185.52 dhs,5/2028,044,Mastercard,CourantEpargne,326766
2592285057,2142.79 dhs,3/2023,566,Visa,CourantEpargne,802584
4861397673,891.55 dhs,3/2027,159,Visa,Courant,709260
1814875486,5410.06 dhs,9/2026,672,Mastercard,Epargne,471072
8549935739,170.78 dhs,4/2026,050,Visa,CourantEpargne,104444
8670635948,8606.62 dhs,11/2024,254,Mastercard,Epargne,451824
6558160905,491.42 dhs,8/2027,938,American Express,CourantEpargne,837451
2621902871,1348.36 dhs,10/2026,388,Mastercard,CourantEpargne,659172
8511922850,4557.17 dhs,5/2023,415,American Express,CourantEpargne,263561
4018790796,794.25 dhs,4/2028,986,Visa,Epargne,676637
9418872446,9582.98 dhs,11/2029,459,Mastercard,Epargne,168938
4245570297,7417.46 dhs,3/2028,890,American Express,Courant,369072
6333912114,1671.59 dhs,11/2026,960,American Express,Epargne,499331
5775184983,7112.59 dhs,8/2030,994,Visa,CourantEpargne,656392
3252972465,8200.62 dhs,12/2029,896,Visa,CourantEpargne,193818
1808073293,6591.43 dhs,9/2030,036,American Express,Courant,815422
3579960947,3512.94 dhs,8/2025,462,American Express,Epargne,716831
0394778775,3998.76 dhs,9/2030,053,Visa,Epargne,133739
8298951578,2240.03 dhs,8/2028,408,Mastercard,Courant,945892
1428494635,3898.35 dhs,4/2026,200,Visa,CourantEpargne,361872
4266869037,4287.04 dhs,4/2029,255,Mastercard,Courant,47765
9348530745,8964.68 dhs,3/2024,851,Visa,Courant,943367
9267346641,986.38 dhs,5/2029,004,Mastercard,Epargne,608966
1498143629,4329.39 dhs,2/2025,774,Mastercard,Epargne,146834
1836576160,1196.61 dhs,3/2029,723,Visa,Epargne,492591
9905400680,7475.64 dhs,5/2028,860,Visa,Courant,778255
9085138010,108.75 dhs,7/2029,115,Mastercard,Courant,51772
4374708388,3558.97 dhs,12/2023,881,American Express,Courant,211083
8351397347,4341.0 dhs,10/2025,446,American Express,Courant,652041
1959285089,9900.13 dhs,8/2025,462,Mastercard,CourantEpargne,105954
1815417484,6083.25 dhs,5/2029,901,Visa,Epargne,401330
2835448837,2694.02 dhs,11/2027,949,American Express,Courant,76702
7576491915,2195.66 dhs,7/2025,958,American Express,Epargne,878973
0236993595,7363.27 dhs,7/2027,243,Mastercard,Courant,966384
6878407557,474.45 dhs,6/2028,022,Mastercard,Courant,962073
6353430074,8193.08 dhs,9/2027,071,American Express,Epargne,25549
9425461615,2599.66 dhs,12/2023,896,American Express,Courant,114176
8246732059,6484.1 dhs,7/2023,236,Visa,Courant,627849
0865743346,3671.48 dhs,6/2030,207,Visa,Courant,624810
1240790055,5356.21 dhs,4/2027,806,Visa,Epargne,825844
8251039459,5823.2 dhs,4/2027,540,Visa,CourantEpargne,87680
1256534783,4404.63 dhs,5/2025,470,Visa,Courant,738347
6454079767,5387.76 dhs,11/2026,925,Visa,Courant,194720
2919059235,877.97 dhs,4/2030,484,Mastercard,Courant,481545
0006995917,1138.22 dhs,9/2027,803,American Express,CourantEpargne,419832
4055569170,8360.33 dhs,1/2029,356,American Express,CourantEpargne,602480
1905144946,8996.75 dhs,4/2026,823,American Express,CourantEpargne,882021
2842135876,5198.26 dhs,4/2030,998,American Express,Courant,484797
0602502571,7741.53 dhs,12/2030,496,Mastercard,CourantEpargne,46102
4344732961,490.12 dhs,4/2023,202,Mastercard,Courant,113926
7598132928,1201.16 dhs,3/2024,630,Visa,Epargne,289071
5325010956,6358.98 dhs,1/2027,293,Visa,CourantEpargne,682472
1620425168,4683.67 dhs,12/2026,262,Mastercard,Courant,383548
0472506305,4655.14 dhs,4/2024,809,Visa,Epargne,82977
1773474242,5404.82 dhs,9/2023,839,Mastercard,Courant,782972
6892215751,590.89 dhs,10/2027,046,American Express,Courant,514961
4742947322,1633.95 dhs,1/2026,743,Mastercard,CourantEpargne,509025
9512478915,2012.66 dhs,8/2025,034,American Express,CourantEpargne,724016
3196253011,4617.08 dhs,10/2026,324,American Express,Epargne,740517
1362816443,3097.84 dhs,7/2026,326,Visa,CourantEpargne,445411
7138421006,7633.67 dhs,2/2025,433,Mastercard,Epargne,931246
5528949775,4858.29 dhs,11/2023,013,American Express,Epargne,129132
9359557205,708.4 dhs,9/2029,857,Visa,Epargne,342241
3640576963,6855.77 dhs,6/2027,011,American Express,CourantEpargne,750383
0110683219,8335.44 dhs,12/2029,857,American Express,CourantEpargne,976234
3186139531,9681.7 dhs,6/2028,455,Mastercard,Epargne,671086
4207033870,2811.79 dhs,4/2023,841,Mastercard,Epargne,93631
9857527177,8592.23 dhs,2/2030,509,Mastercard,Epargne,482837
4445836279,7829.99 dhs,4/2029,113,American Express,CourantEpargne,577442
2334767185,4903.78 dhs,5/2026,369,Visa,CourantEpargne,739092
8012873764,5303.87 dhs,10/2025,699,Visa,Courant,552135
9986890822,5495.25 dhs,11/2028,455,Mastercard,CourantEpargne,894378
6039636726,4834.59 dhs,5/2025,583,Mastercard,Courant,993058
9493172826,5195.56 dhs,4/2024,478,Mastercard,Courant,718715
8602178943,1589.31 dhs,11/2023,789,Visa,CourantEpargne,15185
1144932328,1432.3 dhs,12/2027,535,Mastercard,CourantEpargne,601658
3031334635,82.96 dhs,11/2030,851,American Express,Courant,632058
3984895090,3138.94 dhs,2/2023,366,Mastercard,Courant,866883
1111018146,8837.12 dhs,9/2030,820,American Express,CourantEpargne,940610
0475068412,5522.01 dhs,9/2025,087,Visa,Courant,13569
7827413172,9187.33 dhs,8/2025,671,Visa,Epargne,905404
2364134424,4530.47 dhs,3/2030,356,Mastercard,Epargne,872495
8385014451,9367.27 dhs,5/2029,417,Visa,Epargne,552006
5737215905,8442.21 dhs,12/2027,725,Mastercard,Epargne,26434
3583127096,7222.47 dhs,1/2027,403,Mastercard,Epargne,650075
2833741479,5072.6 dhs,12/2029,322,American Express,CourantEpargne,185822
5922393009,1872.75 dhs,6/2024,716,Mastercard,Courant,220583
7497704766,5995.47 dhs,10/2025,387,Visa,Courant,939259
3077642782,8565.27 dhs,3/2030,865,Mastercard,CourantEpargne,725011
1700039868,8966.82 dhs,6/2028,722,American Express,CourantEpargne,488375
6198100131,413.21 dhs,3/2028,964,Visa,Courant,497044
7921843437,5895.67 dhs,3/2029,390,American Express,Epargne,685633
2113547514,2594.71 dhs,11/2026,332,Visa,CourantEpargne,680196
5095259603,3990.83 dhs,11/2027,887,Visa,CourantEpargne,88037
6235928026,9806.66 dhs,7/2027,364,Visa,Epargne,874347
